time,depth,IMUx,IMUy,IMUz
01/15/19_18:45:13.945938,38.20781707763672,-0.14379540085792542,-0.5652549862861633,-0.03357753902673721
01/15/19_18:45:14.050522,39.27059769630432,-0.14779777824878693,-0.5689663887023926,-0.03453388437628746
01/15/19_18:45:14.154736,40.33070504665375,-0.15179120004177094,-0.5718532800674438,-0.03549328073859215
01/15/19_18:45:14.257644,41.38803631067276,-0.15577717125415802,-0.573917806148529,-0.03645076975226402
01/15/19_18:45:14.362150,42.442502081394196,-0.15975342690944672,-0.5751619338989258,-0.037407875061035156
01/15/19_18:45:14.466551,43.49399954080582,-0.16372166574001312,-0.575591504573822,-0.038364410400390625
01/15/19_18:45:14.571214,44.5424348115921,-0.1676780730485916,-0.5752102732658386,-0.039322663098573685
01/15/19_18:45:14.675512,45.587705075740814,-0.1716262847185135,-0.5740253329277039,-0.040280532091856
01/15/19_18:45:14.779435,46.629711985588074,-0.1755657196044922,-0.5720447897911072,-0.04123802110552788
01/15/19_18:45:14.883793,47.66835719347,-0.17949257791042328,-0.5692768096923828,-0.04219494014978409
01/15/19_18:45:14.987628,48.70353788137436,-0.18341064453125,-0.565731942653656,-0.04315166547894478
01/15/19_18:45:15.092147,49.735160171985626,-0.18731728196144104,-0.5614213943481445,-0.0441095344722271
01/15/19_18:45:15.195976,50.76310783624649,-0.1912132352590561,-0.5563576817512512,-0.04506359249353409
01/15/19_18:45:15.299576,51.78729146718979,-0.195098876953125,-0.5505533218383789,-0.04602089151740074
01/15/19_18:45:15.404211,52.807608246803284,-0.19897328317165375,-0.5440231561660767,-0.04697761684656143
01/15/19_18:45:15.508293,53.82395088672638,-0.20283566415309906,-0.5367823839187622,-0.04793262481689453
01/15/19_18:45:15.611880,54.83621656894684,-0.20668449997901917,-0.5288484692573547,-0.04888878017663956
01/15/19_18:45:15.716107,55.84430694580078,-0.21052590012550354,-0.5202382206916809,-0.04984436184167862
01/15/19_18:45:15.819278,56.84811919927597,-0.21435336768627167,-0.5109692811965942,-0.05080127716064453
01/15/19_18:45:15.923212,57.84754604101181,-0.21816806495189667,-0.5010620355606079,-0.05175628885626793
01/15/19_18:45:16.028273,58.842480182647705,-0.22196999192237854,-0.4905364215373993,-0.052710916846990585
01/15/19_18:45:16.133079,59.83282774686813,-0.22576084733009338,-0.4794141948223114,-0.05366668850183487
01/15/19_18:45:16.236607,60.81847697496414,-0.22953815758228302,-0.46771642565727234,-0.05462055280804634
01/15/19_18:45:16.339330,61.79932504892349,-0.23330211639404297,-0.455466091632843,-0.05557537078857422
01/15/19_18:45:16.442929,62.775278091430664,-0.2370542585849762,-0.44268789887428284,-0.056529998779296875
01/15/19_18:45:16.547586,63.74621540307999,-0.2407909482717514,-0.42940542101860046,-0.0574861541390419
01/15/19_18:45:16.652657,64.71205651760101,-0.24451522529125214,-0.4156437814235687,-0.05843811109662056
01/15/19_18:45:16.756402,65.672667324543,-0.2482254058122635,-0.4014293849468231,-0.05939331278204918
01/15/19_18:45:16.860306,66.62796288728714,-0.25192299485206604,-0.38678818941116333,-0.060347940772771835
01/15/19_18:45:16.965704,67.5778403878212,-0.25560474395751953,-0.3717479705810547,-0.06130046769976616
01/15/19_18:45:17.069871,68.52218806743622,-0.2592746913433075,-0.3563365936279297,-0.06225433573126793
01/15/19_18:45:17.175690,69.46091204881668,-0.26292821764945984,-0.3405822813510895,-0.06320762634277344
